machine_id,RUL,RUL_std,status,temperature,air_temperature,torque,tool_wear,speed,voltage,current,power_kw,vibration,efficiency,health_index,failure_probability,time_to_failure_hours,fault_component,fault_confidence,fault_severity,feedback_override
M1,68.0007553100586,0.3171247799901757,WARNING,344.33893778237984,339.7409373637453,60.234684503054304,86.96949539553138,2111.653645833303,425.47,29.42,19.08,10.761,75.89,18.53,0.8147,2.27,lubrication,0.6868,WARNING,0
M1,67.80553741455078,0.24991618466461538,WARNING,344.5183664344883,339.3624049623936,61.142144573451205,84.98806423611107,2096.1174242423904,429.17,29.33,19.19,10.761,76.02,18.52,0.8148,2.26,stator,0.4962,WARNING,0
M1,50.31730562845866,0.29146760613177153,WARNING,329.3978256777109,306.6602286352736,56.97669091697965,138.16531268870835,1908.9429450756825,385.76,29.31,17.23,7.636,71.84,10.52,0.8948,1.68,lubrication,0.9864,WARNING,0
M1,67.95195083618164,0.27270402033954166,WARNING,344.5183664344883,339.3624049623936,61.44340520288233,93.90155589522954,2157.5224905302825,423.96,30.93,19.99,10.708,75.5,18.56,0.8144,2.27,stator,0.5755,WARNING,0
M1,67.95195083618164,0.4307223320519905,WARNING,345.0242964043679,338.7435108731196,60.36289542209128,93.62439141757253,2094.6377840908744,423.07,29.4,18.96,10.425,75.91,18.37,0.8163,2.27,stator,0.5104,WARNING,0
M1,50.18716049194336,0.2841111645649152,WARNING,321.2044074736445,307.7936968606932,60.44906997423087,104.83186141304368,1939.2755681817496,386.08,29.18,17.17,7.59,77.71,10.47,0.8953,1.67,lubrication,0.9868,WARNING,0
M1,68.89550399780273,0.18188353532496648,WARNING,345.0242964043679,338.7435108731196,61.13408760312922,92.69264700332131,2088.7192234848126,423.57,29.51,19.05,10.184,76.3,19.1,0.809,2.3,stator,0.621,WARNING,0
M1,69.49742279052734,0.2390883787023229,WARNING,344.27863798945816,338.81823802321765,61.53868763451637,93.29415289100248,2031.753077651467,419.19,29.28,18.71,10.31,76.09,19.3,0.807,2.32,lubrication,0.6809,WARNING,0
M1,48.86944300333659,0.16590201301842247,WARNING,327.95210137424704,303.34647338947025,61.3673894394096,138.16531268870835,2060.606060606019,385.44,34.23,20.11,7.311,71.57,10.01,0.8999,1.63,lubrication,0.9864,WARNING,0
M1,70.39216690063476,0.24184355461049842,WARNING,344.27863798945816,338.81823802321765,61.17051912110693,90.62570765398554,1994.0222537878224,421.68,28.37,18.24,10.403,76.14,19.71,0.8029,2.35,lubrication,0.7195,WARNING,0
M1,72.05151901245117,0.2351860313583686,HEALTHY,344.14333113704856,338.4494989235883,61.369316106225725,86.01416251509659,1973.3072916666056,422.01,28.02,18.02,10.368,76.49,32.47,0.6753,2.4,lubrication,0.7678,LOW,0
M1,50.46371917724609,0.2702669382156404,WARNING,315.421510259789,305.14269266405057,57.995372208125836,108.21385775211378,1969.608191287817,385.52,28.14,16.54,7.643,78.62,10.61,0.8939,1.68,lubrication,0.9866,WARNING,0
M1,73.6620590209961,0.24991618466461538,HEALTHY,344.14333113704856,338.4494989235883,61.6020924879199,68.43780665006014,2002.1602746211574,421.83,28.21,18.13,10.551,77.41,33.18,0.6682,2.46,lubrication,0.7096,LOW,0
M1,74.68695297241212,0.15347349523837503,HEALTHY,344.0962678840365,337.968988445607,61.61102521588559,65.07055310235478,1991.8027935605492,425.02,27.72,17.96,10.449,77.78,33.76,0.6624,2.49,lubrication,0.687,LOW,0
M1,48.69049364725749,0.24184323813261577,WARNING,323.6149284638554,309.74703475855677,56.589255735408926,131.40132001056816,1999.9408143938842,385.44,28.65,16.83,7.027,76.53,9.84,0.9016,1.62,lubrication,0.9867,WARNING,0
M1,76.10228271484375,0.17521342343525548,HEALTHY,344.0962678840365,337.968988445607,61.92086827022492,66.7748197841181,2000.680634469642,426.22,27.91,18.13,10.363,77.78,34.38,0.6562,2.54,lubrication,0.7073,LOW,0
M1,78.2008674621582,0.20641978370285424,HEALTHY,344.2448112763558,338.75734923424886,62.48520649582207,58.63385039251171,1898.585464015074,425.89,26.56,17.24,10.361,78.33,35.3,0.647,2.61,lubrication,0.6874,LOW,0
M1,50.3498420715332,0.2841111645649152,WARNING,331.3259483245483,314.787391677567,67.56582688995505,110.145163420894,1969.608191287817,385.76,33.53,19.71,7.092,76.83,10.55,0.8945,1.68,lubrication,0.9867,WARNING,0
M1,79.27456588745117,0.24184355461049845,HEALTHY,344.2448112763558,338.75734923424886,61.712087647968005,64.77864583333304,1793.531013257475,422.08,25.07,16.13,10.209,78.12,35.74,0.6426,2.64,lubrication,0.7321,LOW,0
M1,79.37217483520507,0.2351860313583686,HEALTHY,343.8638930722895,339.44351904839755,62.80520833882827,73.90443368810368,1682.5580018938144,422.6,24.1,15.52,10.225,77.49,35.8,0.642,2.65,lubrication,0.7525,LOW,0
M1,48.86944287618001,0.20833278224812113,WARNING,317.34963290662637,315.32815225092645,47.076250755006114,142.0279240262688,1878.6103219696151,385.92,22.38,13.16,7.636,76.48,9.96,0.9004,1.63,lubrication,0.9869,WARNING,0
M1,80.23438364664713,0.29819676483417773,HEALTHY,343.8638930722895,339.44351904839755,62.05485918971028,77.35424686745155,1556.7885890149987,424.19,21.98,14.21,10.139,77.38,36.11,0.6389,2.67,lubrication,0.7678,LOW,0
M1,80.5760108947754,0.14641342163085935,HEALTHY,344.5110128012052,340.1888744686068,61.064902749277294,76.20725769927522,1553.8293087119678,425.63,21.53,13.97,10.234,77.33,36.45,0.6355,2.69,lubrication,0.4968,LOW,0
M1,46.51056442260742,0.25670720262828267,WARNING,327.2285038591868,318.694067473294,59.51638808369556,99.03499584843009,1817.9450757574805,386.24,26.25,15.45,7.386,79.69,8.83,0.9117,1.55,lubrication,0.985,WARNING,0
M1,80.59227905273437,0.1659033097661422,HEALTHY,344.5110128012052,340.1888744686068,61.28979731217821,70.12733054045871,1629.2909564392571,426.67,22.58,14.68,10.474,77.41,36.43,0.6357,2.69,stator,0.4945,LOW,0
M1,81.1942008972168,0.2668176290067947,HEALTHY,344.8507506588859,340.49438290276856,60.07932509706279,67.7183584314611,1614.4945549241024,424.28,21.92,14.18,10.25,77.87,36.59,0.6341,2.71,stator,0.5065,LOW,0
M1,81.61717300415039,0.3257696092559359,HEALTHY,344.8507506588859,340.49438290276856,60.71144696428194,65.02337616998764,1573.8044507574268,424.11,21.61,13.97,10.391,77.86,36.71,0.6329,2.72,stator,0.5087,LOW,0
M1,48.836906814575194,0.1752124317160879,WARNING,319.51748399849384,321.4498174187922,65.7291879595976,123.67020021890141,1908.9429450756825,385.6,31.51,18.52,8.071,77.11,9.99,0.9001,1.63,lubrication,0.9857,WARNING,0
M1,81.9262680053711,0.1659033097661422,HEALTHY,345.2831442959341,340.1599203591671,61.75780219696889,56.93842938556725,1524.2365056816582,422.7,21.26,13.7,10.522,78.22,37.04,0.6296,2.73,stator,0.5943,LOW,0
M1,49.79672470092773,0.32085822843465234,WARNING,326.7475762424699,306.9391248364944,69.15847974077903,136.71462201841848,1757.2798295453458,385.6,32.33,19.0,7.832,72.8,10.25,0.8975,1.66,lubrication,0.9864,WARNING,0
M1,82.47938537597656,0.2520252193944725,HEALTHY,345.2831442959341,340.1599203591671,62.44982588701679,45.25624150815164,1492.4242424240754,423.59,20.83,13.45,10.618,78.87,37.19,0.6281,2.75,stator,0.6205,LOW,0
M1,82.78848037719726,0.2351860313583686,HEALTHY,344.9198748117474,340.60189632384987,61.07541184100164,40.40881170742694,1504.2613636361993,425.34,20.32,13.18,10.488,79.37,37.35,0.6265,2.76,stator,0.5948,LOW,0
M1,54.85611076354981,0.3237314507599809,WARNING,323.1325301204819,310.39232818290816,60.30562087219361,142.51148758303208,1848.2776988635478,385.44,28.09,16.5,6.551,76.88,12.55,0.8745,1.83,lubrication,0.9867,WARNING,0
M1,83.09757537841797,0.27988797251762376,HEALTHY,344.9198748117474,340.60189632384987,60.76714515042095,30.58716410024083,1529.4152462119623,426.54,20.4,13.26,10.674,79.77,37.44,0.6256,2.77,stator,0.7201,LOW,0
M1,83.3741335550944,0.2546358121365383,HEALTHY,344.9551722515064,340.015362709832,60.64944332310832,33.957366206219135,1560.4876893937874,425.25,20.87,13.53,10.6,79.64,37.59,0.6241,2.78,stator,0.5956,LOW,0
M1,58.67911987304687,0.34929216440892735,WARNING,333.97619775978933,304.201045413669,61.41030156395066,97.58430517814021,1939.2755681817496,385.76,31.48,18.51,6.609,73.24,14.25,0.8575,1.96,cooling,0.9702,WARNING,0
M1,83.5368138631185,0.2546341061520585,HEALTHY,344.9551722515064,340.015362709832,60.51142391846197,35.431645342692576,1634.4696969695613,428.73,21.62,14.13,10.506,79.68,37.67,0.6233,2.78,stator,0.6157,LOW,0
M1,83.13011169433594,0.3171247799901757,HEALTHY,344.97576242469916,340.5077954681708,61.14109366427878,33.414831483996906,1485.7658617422558,426.38,19.98,12.98,10.624,79.65,37.41,0.6259,2.77,stator,0.6216,LOW,0
M1,62.892564137776695,0.49983099531697334,WARNING,320.4822806852409,302.2651651406148,64.6961442430948,112.56003264643749,1696.6145833332114,385.84,27.67,16.27,6.546,76.77,15.99,0.8401,2.1,lubrication,0.9857,WARNING,0
M1,83.21145248413086,0.2746381156410432,HEALTHY,344.97576242469916,340.5077954681708,61.115346389554134,8.534896776870989,1515.3586647725654,429.35,19.84,12.98,10.697,81.21,37.49,0.6251,2.77,stator,0.7885,LOW,0
M1,82.70713958740234,0.3931378010482133,HEALTHY,344.91399190512084,340.9444489862654,60.43593360957545,21.576370018115114,1495.3835227271063,427.88,19.69,12.84,10.857,80.12,37.12,0.6288,2.76,stator,0.7482,LOW,0
M1,60.745172119140626,0.3723951568029807,WARNING,320.2410815135541,314.9617550277959,49.94593340186634,161.35277494716274,1908.9429450756825,385.76,24.04,14.13,6.473,76.78,15.16,0.8484,2.02,lubrication,0.9868,WARNING,0
M1,82.6420669555664,0.262316165110733,HEALTHY,344.91399190512084,340.9444489862654,60.757511816340305,30.162571708936476,1488.7251420452867,429.15,19.81,12.96,10.92,79.46,37.25,0.6275,2.75,stator,0.5775,LOW,0
M1,82.49565353393555,0.2351860313583686,HEALTHY,345.3625635353919,341.65510205471975,59.73970628283781,32.373990413646645,1459.8721590907348,429.71,19.22,12.59,11.253,78.86,37.22,0.6278,2.75,stator,0.5707,LOW,0
M1,59.183432515462236,0.3766345152827689,WARNING,303.85571583207786,317.0896691737519,53.36086275769116,119.32402532457768,1726.9472064392785,385.36,22.41,13.16,6.389,79.7,14.45,0.8555,1.97,lubrication,0.9864,WARNING,0
M1,81.95880432128907,0.12173974679287836,HEALTHY,345.3625635353919,341.65510205471975,59.0063468320075,18.14719674667787,1382.93087121193,428.96,17.78,11.63,11.19,79.89,37.11,0.6289,2.73,stator,0.7522,LOW,0
M1,81.61717300415039,0.34929216440892735,HEALTHY,345.56111163403654,341.5271504387398,59.3344056453357,14.137157495470092,1407.3449337119355,428.74,18.11,11.83,11.063,80.34,36.68,0.6332,2.72,stator,0.7798,LOW,0
M1,57.34513397216797,0.5740132418183,WARNING,324.0958560805723,295.41091842435145,65.93008676306127,163.76764417270624,2090.9386837120865,385.28,38.59,22.66,6.607,69.25,13.38,0.8662,1.91,lubrication,0.9841,WARNING,0
M1,81.64970932006835,0.2567072026282827,HEALTHY,345.56111163403654,341.5271504387398,58.96921470791484,17.70196444746289,1352.5982481058627,426.19,17.37,11.28,10.78,80.48,36.81,0.6319,2.72,stator,0.7676,LOW,0
M1,82.33297195434571,0.2236501957936326,HEALTHY,345.98173945783174,341.3949408654893,60.34835784520593,14.2256142436585,1314.1276041664603,425.38,17.19,11.14,10.563,81.01,37.16,0.6284,2.74,stator,0.7969,LOW,0
M1,83.14637985229493,0.2351860313583686,HEALTHY,345.98173945783174,341.3949408654893,61.190836698440656,15.133770191726144,1418.4422348483015,428.4,18.72,12.22,10.643,80.84,37.51,0.6249,2.77,stator,0.7844,LOW,0
M1,55.86473566691081,0.44965998574126187,WARNING,319.03655638177696,303.765030589165,56.83324181494238,146.86061103562875,1787.6124526514132,385.36,26.36,15.48,7.231,74.69,12.85,0.8715,1.86,lubrication,0.9869,WARNING,0
M1,83.08130722045898,0.20641978370285421,HEALTHY,345.69053557981965,341.038336944081,61.19644154736031,22.626056763284208,1399.9467329543581,425.89,18.76,12.18,10.844,80.07,37.52,0.6248,2.77,stator,0.7701,LOW,0
M1,59.73654874165853,0.4291819507890811,WARNING,318.5541580384035,315.32815225092645,58.52625649173383,131.40132001056816,1726.9472064392785,385.44,25.25,14.83,7.367,77.56,14.64,0.8536,1.99,lubrication,0.987,WARNING,0
M1,83.55308227539062,0.19521484374999998,HEALTHY,345.69053557981965,341.038336944081,61.1088657829908,23.38973335597745,1418.4422348483015,425.56,19.14,12.42,11.247,79.47,37.74,0.6226,2.79,stator,0.6371,LOW,0
M1,83.65068969726562,0.2390883787023229,HEALTHY,345.3375611822293,340.921668914868,61.06332638551865,30.790614621074162,1513.1392045452922,421.91,20.72,13.33,11.287,78.92,37.74,0.6226,2.79,stator,0.5755,LOW,0
M1,83.82963689168294,0.24184040693405118,HEALTHY,345.3375611822293,340.921668914868,62.22948526386309,16.280759359902486,1433.978456439214,421.27,19.72,12.66,11.055,80.2,37.81,0.6219,2.79,stator,0.8,LOW,0
M1,70.22948684692383,0.682679308804316,WARNING,322.89133094879514,301.61987171626333,56.359807232760794,136.71462201841848,1726.9472064392785,385.36,25.52,14.99,6.613,73.9,19.1,0.809,2.34,lubrication,0.9865,WARNING,0
M1,83.09757537841797,0.2499161846646154,HEALTHY,345.2713784826811,341.08304549542174,62.43616406777514,9.847005208332359,1488.7251420452867,422.0,20.44,13.15,11.182,80.46,37.47,0.6253,2.77,stator,0.8061,LOW,0
M1,82.13775405883788,0.2236501957936326,HEALTHY,345.2713784826811,341.08304549542174,62.784540458437064,7.44982733242653,1581.2026515150042,420.99,21.78,13.97,11.004,80.86,37.07,0.6293,2.74,stator,0.8215,LOW,0
M1,85.09855143229167,0.7506299509871132,HEALTHY,315.1803110881022,318.0662316737519,65.35611520338347,133.81618923611168,1848.2776988635478,385.52,29.99,17.62,6.901,78.03,37.78,0.6222,2.84,lubrication,0.9862,LOW,0
M1,81.12912826538086,0.24184355461049842,HEALTHY,345.35226844879554,341.59910991661206,64.00955025043783,12.845688971919353,1587.8610321968238,421.21,22.37,14.36,10.97,80.55,36.59,0.6341,2.7,stator,0.8179,LOW,0
M1,79.79514668782552,0.2746374377541279,HEALTHY,345.35226844879554,341.59910991661206,63.24396291831954,13.09336786684689,1581.942471590762,419.32,22.15,14.16,11.048,80.43,35.94,0.6406,2.66,stator,0.8328,LOW,0
M1,112.39646479288737,0.4569557493386545,HEALTHY,318.79535721009023,307.23569156038803,52.60035481990631,123.67020021890141,1726.9472064392785,385.76,22.55,13.26,6.985,77.99,50.54,0.4946,3.75,lubrication,0.9866,LOW,0
M1,79.48605194091797,0.2434794935857567,HEALTHY,345.3096173757534,341.91824381403956,63.55293021501518,6.482700218899948,1638.9086174241077,420.64,22.89,14.67,11.096,80.8,35.84,0.6416,2.65,stator,0.8243,LOW,0
M1,110.42801971435547,0.5029992375638498,HEALTHY,324.57825442394574,301.34076261717894,48.69762845654329,179.71049875453014,1667.0217803029018,385.68,22.64,13.31,7.225,69.44,49.59,0.5041,3.68,lubrication,0.987,LOW,0
M1,79.24202957153321,0.32085822843465234,HEALTHY,345.3096173757534,341.91824381403956,63.81793447799733,13.989729581822747,1606.3565340907671,420.63,22.58,14.48,10.883,80.59,35.63,0.6437,2.64,stator,0.8219,LOW,0
M1,78.8353256225586,0.350426846870511,HEALTHY,345.2816735692775,342.16116027632427,62.869138646818016,9.484332540759889,1616.7140151513754,420.71,22.3,14.3,10.88,80.89,35.41,0.6459,2.63,stator,0.8197,LOW,0
M1,78.81905746459961,0.24402236938476562,HEALTHY,345.2816735692775,342.16116027632427,63.86329872394074,9.416515700482112,1658.143939393809,422.34,23.05,14.84,10.637,81.23,35.53,0.6447,2.63,stator,0.8388,LOW,0
M1,110.47682418823243,0.42701977912944916,HEALTHY,320.7234798569276,307.91590023435793,50.82116559097526,129.9506293402783,1817.9450757574805,385.2,23.34,13.7,7.235,76.75,49.7,0.503,3.68,lubrication,0.9867,LOW,0
M1,79.09561614990234,0.21582150392074032,HEALTHY,346.0096832643076,341.67170808807487,64.4954205911599,5.6747952521124985,1726.9472064392785,424.8,24.1,15.61,10.815,81.24,35.69,0.6431,2.64,stator,0.8337,LOW,0
M1,80.36452713012696,0.26231285302838253,HEALTHY,346.0096832643076,341.67170808807487,65.65142068083748,2.5994489734288853,1702.5331439392733,423.03,24.28,15.65,10.938,81.28,36.21,0.6379,2.68,stator,0.8348,LOW,0
M1,116.41468658447266,0.27415587099218675,HEALTHY,323.6149284638554,303.1197371648136,52.52871784465204,144.44574181008522,1787.6124526514132,385.2,24.56,14.42,6.28,74.13,52.59,0.4741,3.88,lubrication,0.9859,LOW,0
M1,80.20184834798177,0.2300628996731622,HEALTHY,345.55081654744015,341.8407489917156,65.44789460444272,0.0,1687.7367424241183,424.1,23.82,15.4,10.788,81.65,36.18,0.6382,2.67,stator,0.8273,LOW,0
M1,80.16931177775065,0.3069437286674861,HEALTHY,345.55081654744015,341.8407489917156,64.22691329760296,1.2077294685979505,1661.10321969684,417.16,23.45,14.91,10.882,81.44,36.07,0.6393,2.67,stator,0.8469,LOW,0
M1,115.61755345662435,0.31754005547553016,HEALTHY,305.06024096385505,311.5260093061914,49.75939702375928,156.52303649607572,1726.9472064392785,384.96,21.67,12.71,6.599,76.93,52.17,0.4783,3.85,lubrication,0.9869,LOW,0
M1,80.3319923400879,0.3237288053616918,HEALTHY,345.25814194277143,341.59825832515793,64.34251330657071,0.0,1618.9334753786488,419.08,22.79,14.56,10.938,81.45,36.13,0.6387,2.68,stator,0.836,LOW,0
M1,81.32434616088867,0.3447160868844556,HEALTHY,345.25814194277143,341.59825832515793,63.43785566063364,0.0,1653.7050189392626,424.41,22.69,14.68,11.0,81.36,36.55,0.6345,2.71,stator,0.8346,LOW,0
M1,114.77161026000977,0.5208351826277948,HEALTHY,316.38483621987933,297.39917157183345,48.1236568968655,132.84906212258508,1667.0217803029018,384.96,20.64,12.11,6.355,75.38,51.54,0.4846,3.83,lubrication,0.987,LOW,0
M1,81.5032958984375,0.30866659491472026,HEALTHY,344.9875282379522,342.0749366415957,63.67273386067267,0.0,1654.44483901502,425.92,22.75,14.77,11.12,81.2,36.68,0.6332,2.72,stator,0.8337,LOW,0
M1,80.64108454386393,0.37132596100162424,HEALTHY,344.9875282379522,342.0749366415957,65.05397881630864,3.2628745848419376,1660.3633996210822,427.95,23.29,15.19,11.147,80.95,36.21,0.6379,2.69,stator,0.8261,LOW,0
M1,107.54856338500977,0.4270197791294492,HEALTHY,321.92800498870474,311.6482126798561,49.28596244157769,153.62460371376895,1696.6145833332114,385.2,21.22,12.46,7.052,76.4,48.37,0.5163,3.58,lubrication,0.9866,LOW,0
M1,80.13677597045898,0.2928237915088758,HEALTHY,345.1066570971389,342.63932887780675,64.31764178948978,9.560995055856509,1665.5421401513863,425.46,23.47,15.22,11.451,80.11,36.07,0.6393,2.67,stator,0.8242,LOW,0
